ip,time,method,url,protocol,status
10.128.2.1,2017-11-29 13:49:26.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-11-29 13:49:32.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 13:49:34.025000,GET,/compiler.php,HTTP/1.1,200
10.128.2.1,2017-11-29 13:49:37.025000,GET,/compiler.php,HTTP/1.1,200
10.131.2.1,2017-11-29 13:51:40.025000,GET,/logout.php,HTTP/1.1,302
10.129.2.1,2017-11-29 13:51:41.025000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-11-29 13:51:44.025000,POST,/process.php,HTTP/1.1,302
10.131.2.1,2017-11-29 13:51:44.050000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 13:51:46.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 13:51:49.025000,GET,/details.php?id=44,HTTP/1.1,200
10.128.2.1,2017-11-29 13:57:04.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 14:04:57.025000,GET,/details.php?id=44,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:10.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:12.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:16.025000,GET,/details.php?id=46,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:22.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:24.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:28.025000,GET,/details.php?id=42,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:35.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 14:05:37.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 14:06:05.025000,GET,/details.php?id=45,HTTP/1.1,200
10.128.2.1,2017-11-29 14:06:10.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.0.1,2017-11-29 14:31:33.025000,GET,/,HTTP/1.1,200
10.131.2.1,2017-11-29 14:33:21.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 14:33:22.025000,GET,/css/bootstrap.min.css,HTTP/1.1,304
10.128.2.1,2017-11-29 14:33:22.050000,GET,/css/font-awesome.min.css,HTTP/1.1,304
10.131.0.1,2017-11-29 14:33:22.075000,GET,/css/normalize.css,HTTP/1.1,304
10.131.2.1,2017-11-29 14:33:22.100000,GET,/css/main.css,HTTP/1.1,304
10.131.0.1,2017-11-29 14:33:22.125000,GET,/css/style.css,HTTP/1.1,304
10.128.2.1,2017-11-29 14:33:23.025000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,304
10.131.2.1,2017-11-29 14:33:23.050000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,304
10.131.2.1,2017-11-29 14:33:23.075000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,304
10.128.2.1,2017-11-29 14:33:23.100000,GET,/js/vendor/moment.min.js,HTTP/1.1,304
10.131.2.1,2017-11-29 14:33:26.025000,GET,/,HTTP/1.1,200
10.130.2.1,2017-11-29 14:38:07.025000,GET,/compiler.php,HTTP/1.1,200
10.130.2.1,2017-11-29 14:38:08.025000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-11-29 14:38:09.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,304
10.130.2.1,2017-11-29 14:38:13.025000,GET,/compiler.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:38:40.025000,GET,/contest.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:38:43.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 14:52:51.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 14:53:22.025000,GET,/compiler.php,HTTP/1.1,200
10.129.2.1,2017-11-29 14:53:24.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 14:54:55.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:55:46.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:55:53.025000,GET,/contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-11-29 14:55:56.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:56:00.025000,GET,/contest.php,HTTP/1.1,200
10.128.2.1,2017-11-29 14:56:04.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-11-29 14:56:08.025000,GET,/logout.php,HTTP/1.1,302
10.129.2.1,2017-11-29 14:56:08.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-11-29 14:56:17.025000,POST,/process.php,HTTP/1.1,302
10.129.2.1,2017-11-29 14:56:18.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 15:00:05.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:00:53.025000,GET,/,HTTP/1.1,200
10.131.2.1,2017-11-29 15:00:53.050000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,304
10.131.2.1,2017-11-29 15:00:55.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:01:00.025000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:01:04.025000,GET,/contest.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:04:07.025000,GET,/contest.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:04:10.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.130.2.1,2017-11-29 15:04:11.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-11-29 15:04:31.025000,GET,/contest.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:04:34.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.130.2.1,2017-11-29 15:04:35.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-11-29 15:04:41.025000,GET,/home.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:05:11.025000,GET,/contest.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:05:19.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.2.1,2017-11-29 15:05:20.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 15:05:24.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:05:30.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:05:35.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:26.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:07:44.025000,GET,/,HTTP/1.1,302
10.128.2.1,2017-11-29 15:07:44.050000,GET,/login.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:45.025000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:45.050000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.2.1,2017-11-29 15:07:45.075000,GET,/css/main.css,HTTP/1.1,200
10.130.2.1,2017-11-29 15:07:45.100000,GET,/css/normalize.css,HTTP/1.1,200
10.131.0.1,2017-11-29 15:07:45.125000,GET,/css/style.css,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:45.150000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.130.2.1,2017-11-29 15:07:46.025000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.2.1,2017-11-29 15:07:46.050000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:49.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:57.025000,POST,/process.php,HTTP/1.1,302
10.128.2.1,2017-11-29 15:07:57.050000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:58.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.130.2.1,2017-11-29 15:07:58.050000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.128.2.1,2017-11-29 15:08:04.025000,GET,/contest.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:08:07.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.130.2.1,2017-11-29 15:08:07.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-11-29 15:08:10.025000,GET,/contest.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:08:27.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.2.1,2017-11-29 15:08:28.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 15:08:46.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:08:48.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:08:49.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:08:52.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:18.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:21.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.128.2.1,2017-11-29 15:11:21.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:24.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:32.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:36.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.128.2.1,2017-11-29 15:11:36.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.128.2.1,2017-11-29 15:11:41.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 15:12:40.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:12:40.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:12:44.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 15:12:48.025000,GET,/compiler.php,HTTP/1.1,200
10.129.2.1,2017-11-29 15:12:58.025000,GET,/contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:13:01.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 15:13:12.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.130.2.1,2017-11-29 15:13:12.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-11-29 15:13:16.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:24.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:29.025000,GET,/archive.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:31.025000,GET,/allsubmission.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:33.025000,GET,/showcode.php?id=284&nm=xyz_xyz,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:42.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:48.025000,GET,/archive.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:49.025000,GET,/allsubmission.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:53.025000,GET,/showcode.php?id=281&nm=shawon,HTTP/1.1,200
10.131.2.1,2017-11-29 15:40:56.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 15:41:03.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:41:04.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:41:25.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.0.1,2017-11-29 15:41:26.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.0.1,2017-11-29 15:41:34.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:41:35.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:41:52.025000,GET,/,HTTP/1.1,200
10.129.2.1,2017-11-29 15:41:55.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.2.1,2017-11-29 15:41:55.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 15:42:00.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:42:03.025000,GET,/compiler.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:42:11.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 15:42:19.025000,GET,/index.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:43:33.025000,GET,/contest.php,HTTP/1.1,200
10.130.2.1,2017-11-29 15:43:36.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:43:37.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:43:40.025000,GET,/home.php,HTTP/1.1,200
10.129.2.1,2017-11-29 15:43:42.025000,GET,/contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:43:55.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:56:11.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 15:56:15.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.0.1,2017-11-29 15:56:16.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.0.1,2017-11-29 15:56:21.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 15:56:38.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 15:56:39.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 15:56:44.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:08:00.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.129.2.1,2017-11-29 16:08:00.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.129.2.1,2017-11-29 16:08:06.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:14:46.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:14:53.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:02.025000,GET,/contestproblem.php?name=Toph%20Contest%202,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:06.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:10.025000,GET,/contest.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:33.025000,GET,/contestproblem.php?name=ncpc%202016,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:36.025000,GET,/details.php?id=3,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:40.025000,GET,/contestproblem.php?name=ncpc%202016,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:42.025000,GET,/contestsubmission.php?id=4,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:45.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:50.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.2.1,2017-11-29 16:15:51.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 16:15:56.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 16:18:05.025000,GET,/home.php,HTTP/1.1,200
10.131.0.1,2017-11-29 16:18:12.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.131.2.1,2017-11-29 16:18:13.025000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.131.2.1,2017-11-29 16:18:16.025000,GET,/home.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:26.025000,GET,/,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:36.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-11-29 16:21:37.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:37.050000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:37.075000,GET,/css/normalize.css,HTTP/1.1,200
10.130.2.1,2017-11-29 16:21:37.100000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:38.025000,GET,/css/main.css,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:38.050000,GET,/css/style.css,HTTP/1.1,200
10.130.2.1,2017-11-29 16:21:38.075000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:38.100000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.130.2.1,2017-11-29 16:21:38.125000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:41.025000,GET,/,HTTP/1.1,302
10.131.0.1,2017-11-29 16:21:42.025000,GET,/login.php,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:42.050000,GET,/,HTTP/1.1,302
10.131.2.1,2017-11-29 16:21:42.075000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.129.2.1,2017-11-29 16:21:42.100000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:43.025000,GET,/css/normalize.css,HTTP/1.1,200
10.128.2.1,2017-11-29 16:21:43.050000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-11-29 16:21:43.075000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:43.100000,GET,/css/style.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:44.025000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.129.2.1,2017-11-29 16:21:44.050000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.128.2.1,2017-11-29 16:21:44.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:44.100000,GET,/css/normalize.css,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:44.125000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:44.150000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.129.2.1,2017-11-29 16:21:44.175000,GET,/css/style.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:44.200000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:44.225000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.129.2.1,2017-11-29 16:21:45.025000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.2.1,2017-11-29 16:21:45.050000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:45.075000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:47.025000,GET,/,HTTP/1.1,302
10.131.2.1,2017-11-29 16:21:48.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-11-29 16:21:49.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.128.2.1,2017-11-29 16:21:57.025000,GET,/fonts/fontawesome-webfont.woff2?v=4.6.3,HTTP/1.1,200
10.128.2.1,2017-11-29 16:22:07.025000,GET,/login.php,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:20.025000,GET,/contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,302
10.130.2.1,2017-11-29 16:22:20.050000,GET,/countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest,HTTP/1.1,200
10.130.2.1,2017-11-29 16:22:24.025000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 16:22:31.025000,POST,/process.php,HTTP/1.1,302
10.128.2.1,2017-11-29 16:22:31.050000,GET,/home.php,HTTP/1.1,200
10.128.2.1,2017-11-29 16:22:32.025000,GET,/bootstrap-3.3.7/js/bootstrap.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:32.050000,GET,/js/vendor/moment.min.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:38.025000,GET,/,HTTP/1.1,302
10.129.2.1,2017-11-29 16:22:39.025000,GET,/login.php,HTTP/1.1,200
10.129.2.1,2017-11-29 16:22:39.050000,GET,/css/bootstrap.min.css,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:39.075000,GET,/css/font-awesome.min.css,HTTP/1.1,200
10.130.2.1,2017-11-29 16:22:39.100000,GET,/css/normalize.css,HTTP/1.1,200
10.130.2.1,2017-11-29 16:22:41.025000,GET,/css/main.css,HTTP/1.1,200
10.131.2.1,2017-11-29 16:22:41.050000,GET,/css/style.css,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:41.075000,GET,/js/vendor/modernizr-2.8.3.min.js,HTTP/1.1,200
10.129.2.1,2017-11-29 16:22:41.100000,GET,/js/vendor/jquery-1.12.0.min.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:43.025000,GET,/bootstrap-3.3.7/js/bootstrap.min.js,HTTP/1.1,200
10.131.0.1,2017-11-29 16:22:51.025000,GET,/login.php,HTTP/1.1,302
